broken_url,category,suggested_redirect,note
https://www.texasspecialed.com/es-districts/san-antonio-isd/index.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/san-antonio-isd/es/index.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/districts/san-antonio-isd/es/evaluacion-educacion-especial-child-find.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/san-antonio-isd/evaluacion-educacion-especial-child-find.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/san-antonio-isd/es/proceso-ard-guia-para-padres.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/san-antonio-isd/proceso-ard-guia-para-padres.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/roscoe-collegiate-isd/es/como-solicitar-una-evaluacion-fie-roscoe-collegiate-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/roscoe-collegiate-isd/como-solicitar-una-evaluacion-fie-roscoe-collegiate-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/roma-isd/es/como-solicitar-una-evaluacion-fie-roma-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/roma-isd/como-solicitar-una-evaluacion-fie-roma-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/rio-grande-city-grulla-isd/grievance-dispute-resolution-rio-grande-city-grulla-isd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/rio-grande-city-grulla-isd/how-to-request-evaluation.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/rio-grande-city-grulla-isd/evaluation-child-find-rio-grande-city-grulla-isd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/rio-grande-city-grulla-isd/ard-process-guide-rio-grande-city-grulla-isd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/rio-grande-city-grulla-isd/es/quejas-y-disputas-educacion-especial.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/rio-grande-city-grulla-isd/quejas-y-disputas-educacion-especial.html,canonicalise to /es-districts/
https://www.texasspecialed.com/es-districts/rio-grande-city-grulla-isd/quejas-y-disputas-educacion-especial.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/rio-grande-city-grulla-isd/es/quejas-y-disputas-educacion-especial.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/es-districts/rio-grande-city-grulla-isd/como-solicitar-una-evaluacion-fie-rio-grande-city-grulla-isd.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/rio-grande-city-grulla-isd/es/como-solicitar-una-evaluacion-fie-rio-grande-city-grulla-isd.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/es-districts/rio-grande-city-grulla-isd/evaluacion-educacion-especial-child-find.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/rio-grande-city-grulla-isd/es/evaluacion-educacion-especial-child-find.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/es-districts/rio-grande-city-grulla-isd/proceso-ard-guia-para-padres.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/rio-grande-city-grulla-isd/es/proceso-ard-guia-para-padres.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/es-districts/rio-grande-city-grulla-isd/index.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/rio-grande-city-grulla-isd/es/index.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/districts/rio-grande-city-grulla-isd/es/evaluacion-educacion-especial-child-find.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/rio-grande-city-grulla-isd/evaluacion-educacion-especial-child-find.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/rio-grande-city-grulla-isd/es/proceso-ard-guia-para-padres.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/rio-grande-city-grulla-isd/proceso-ard-guia-para-padres.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/red-oak-isd/es/como-solicitar-una-evaluacion-fie-red-oak-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/red-oak-isd/como-solicitar-una-evaluacion-fie-red-oak-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/quinlan-isd/es/como-solicitar-una-evaluacion-fie-quinlan-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/quinlan-isd/como-solicitar-una-evaluacion-fie-quinlan-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/port-neches-groves-isd/es/como-solicitar-una-evaluacion-fie-port-neches-groves-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/port-neches-groves-isd/como-solicitar-una-evaluacion-fie-port-neches-groves-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/port-arthur-isd/es/como-solicitar-una-evaluacion-fie-port-arthur-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/port-arthur-isd/como-solicitar-una-evaluacion-fie-port-arthur-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/pleasanton-isd/es/como-solicitar-una-evaluacion-fie-pleasanton-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/pleasanton-isd/como-solicitar-una-evaluacion-fie-pleasanton-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/plainview-isd/es/como-solicitar-una-evaluacion-fie-plainview-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/plainview-isd/como-solicitar-una-evaluacion-fie-plainview-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/pine-tree-isd/es/como-solicitar-una-evaluacion-fie-pine-tree-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/pine-tree-isd/como-solicitar-una-evaluacion-fie-pine-tree-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/pharr-san-juan-alamo-isd/what-is-an-fie-pharr-san-juan-alamo-isd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/pharr-san-juan-alamo-isd/es/quejas-y-disputas-educacion-especial.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/pharr-san-juan-alamo-isd/quejas-y-disputas-educacion-especial.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/pharr-san-juan-alamo-isd/es/como-solicitar-una-evaluacion-fie-pharr-san-juan-alamo-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/pharr-san-juan-alamo-isd/como-solicitar-una-evaluacion-fie-pharr-san-juan-alamo-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/pharr-san-juan-alamo-isd/es/evaluacion-educacion-especial-child-find.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/pharr-san-juan-alamo-isd/evaluacion-educacion-especial-child-find.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/pharr-san-juan-alamo-isd/es/proceso-ard-guia-para-padres.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/pharr-san-juan-alamo-isd/proceso-ard-guia-para-padres.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/pecos-barstow-toyah-isd/es/como-solicitar-una-evaluacion-fie-pecos-barstow-toyah-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/pecos-barstow-toyah-isd/como-solicitar-una-evaluacion-fie-pecos-barstow-toyah-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/pecos-barstow-toyah-isd/es/evaluacion-educacion-especial-child-find.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/pecos-barstow-toyah-isd/evaluacion-educacion-especial-child-find.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/pearland-isd/es/como-solicitar-una-evaluacion-fie-pearland-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/pearland-isd/como-solicitar-una-evaluacion-fie-pearland-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/paris-isd/es/como-solicitar-una-evaluacion-fie-paris-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/paris-isd/como-solicitar-una-evaluacion-fie-paris-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/pampa-isd/es/como-solicitar-una-evaluacion-fie-pampa-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/pampa-isd/como-solicitar-una-evaluacion-fie-pampa-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/palestine-isd/es/como-solicitar-una-evaluacion-fie-palestine-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/palestine-isd/como-solicitar-una-evaluacion-fie-palestine-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/northside-isd/grievance-dispute-resolution-northside-isd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/northside-isd/how-to-request-evaluation.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/northside-isd/evaluation-child-find-northside-isd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/northside-isd/ard-process-guide-northside-isd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/northside-isd/es/quejas-y-disputas-educacion-especial.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/northside-isd/quejas-y-disputas-educacion-especial.html,canonicalise to /es-districts/
https://www.texasspecialed.com/es-districts/northside-isd/quejas-y-disputas-educacion-especial.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/northside-isd/es/quejas-y-disputas-educacion-especial.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/es-districts/northside-isd/como-solicitar-una-evaluacion-fie-northside-isd.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/northside-isd/es/como-solicitar-una-evaluacion-fie-northside-isd.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/es-districts/northside-isd/evaluacion-educacion-especial-child-find.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/northside-isd/es/evaluacion-educacion-especial-child-find.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/es-districts/northside-isd/proceso-ard-guia-para-padres.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/northside-isd/es/proceso-ard-guia-para-padres.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/es-districts/northside-isd/index.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/northside-isd/es/index.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/districts/northside-isd/es/evaluacion-educacion-especial-child-find.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/northside-isd/evaluacion-educacion-especial-child-find.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/northside-isd/es/proceso-ard-guia-para-padres.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/northside-isd/proceso-ard-guia-para-padres.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/new-braunfels-isd/es/como-solicitar-una-evaluacion-fie-new-braunfels-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/new-braunfels-isd/como-solicitar-una-evaluacion-fie-new-braunfels-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/needville-isd/es/como-solicitar-una-evaluacion-fie-needville-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/needville-isd/como-solicitar-una-evaluacion-fie-needville-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/nederland-isd/es/como-solicitar-una-evaluacion-fie-nederland-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/nederland-isd/como-solicitar-una-evaluacion-fie-nederland-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/navasota-isd/es/como-solicitar-una-evaluacion-fie-navasota-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/navasota-isd/como-solicitar-una-evaluacion-fie-navasota-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/nacogdoches-isd/es/como-solicitar-una-evaluacion-fie-nacogdoches-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/nacogdoches-isd/como-solicitar-una-evaluacion-fie-nacogdoches-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/mount-pleasant-isd/es/como-solicitar-una-evaluacion-fie-mount-pleasant-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/mount-pleasant-isd/como-solicitar-una-evaluacion-fie-mount-pleasant-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/mission-cisd/grievance-dispute-resolution-mission-cisd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/mission-cisd/how-to-request-evaluation.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/mission-cisd/evaluation-child-find-mission-cisd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/mission-cisd/ard-process-guide-mission-cisd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/mission-cisd/es/quejas-y-disputas-educacion-especial.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/mission-cisd/quejas-y-disputas-educacion-especial.html,canonicalise to /es-districts/
https://www.texasspecialed.com/es-districts/mission-cisd/quejas-y-disputas-educacion-especial.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/mission-cisd/es/quejas-y-disputas-educacion-especial.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/es-districts/mission-cisd/como-solicitar-una-evaluacion-fie-mission-cisd.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/mission-cisd/es/como-solicitar-una-evaluacion-fie-mission-cisd.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/es-districts/mission-cisd/evaluacion-educacion-especial-child-find.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/mission-cisd/es/evaluacion-educacion-especial-child-find.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/es-districts/mission-cisd/proceso-ard-guia-para-padres.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/mission-cisd/es/proceso-ard-guia-para-padres.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/es-districts/mission-cisd/index.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/mission-cisd/es/index.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/districts/mission-cisd/es/evaluacion-educacion-especial-child-find.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/mission-cisd/evaluacion-educacion-especial-child-find.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/mission-cisd/es/proceso-ard-guia-para-padres.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/mission-cisd/proceso-ard-guia-para-padres.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/mineral-wells-isd/es/como-solicitar-una-evaluacion-fie-mineral-wells-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/mineral-wells-isd/como-solicitar-una-evaluacion-fie-mineral-wells-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/midlothian-isd/es/como-solicitar-una-evaluacion-fie-midlothian-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/midlothian-isd/como-solicitar-una-evaluacion-fie-midlothian-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/mercedes-isd/es/como-solicitar-una-evaluacion-fie-mercedes-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/mercedes-isd/como-solicitar-una-evaluacion-fie-mercedes-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/medina-valley-isd/es/como-solicitar-una-evaluacion-fie-medina-valley-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/medina-valley-isd/como-solicitar-una-evaluacion-fie-medina-valley-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/mcallen-isd/grievance-dispute-resolution-mcallen-isd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/mcallen-isd/how-to-request-evaluation.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/mcallen-isd/evaluation-child-find-mcallen-isd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/mcallen-isd/ard-process-guide-mcallen-isd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/mcallen-isd/es/quejas-y-disputas-educacion-especial.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/mcallen-isd/quejas-y-disputas-educacion-especial.html,canonicalise to /es-districts/
https://www.texasspecialed.com/es-districts/mcallen-isd/quejas-y-disputas-educacion-especial.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/mcallen-isd/es/quejas-y-disputas-educacion-especial.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/es-districts/mcallen-isd/como-solicitar-una-evaluacion-fie-mcallen-isd.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/mcallen-isd/es/como-solicitar-una-evaluacion-fie-mcallen-isd.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/es-districts/mcallen-isd/evaluacion-educacion-especial-child-find.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/mcallen-isd/es/evaluacion-educacion-especial-child-find.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/es-districts/mcallen-isd/proceso-ard-guia-para-padres.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/mcallen-isd/es/proceso-ard-guia-para-padres.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/es-districts/mcallen-isd/index.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/mcallen-isd/es/index.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/districts/mcallen-isd/es/evaluacion-educacion-especial-child-find.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/mcallen-isd/evaluacion-educacion-especial-child-find.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/mcallen-isd/es/proceso-ard-guia-para-padres.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/mcallen-isd/proceso-ard-guia-para-padres.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/marshall-isd/es/como-solicitar-una-evaluacion-fie-marshall-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/marshall-isd/como-solicitar-una-evaluacion-fie-marshall-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/marble-falls-isd/es/como-solicitar-una-evaluacion-fie-marble-falls-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/marble-falls-isd/como-solicitar-una-evaluacion-fie-marble-falls-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/manor-isd/es/como-solicitar-una-evaluacion-fie-manor-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/manor-isd/como-solicitar-una-evaluacion-fie-manor-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/mabank-isd/es/como-solicitar-una-evaluacion-fie-mabank-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/mabank-isd/como-solicitar-una-evaluacion-fie-mabank-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/lumberton-isd/es/como-solicitar-una-evaluacion-fie-lumberton-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/lumberton-isd/como-solicitar-una-evaluacion-fie-lumberton-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/lufkin-isd/es/como-solicitar-una-evaluacion-fie-lufkin-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/lufkin-isd/como-solicitar-una-evaluacion-fie-lufkin-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/lubbock-cooper-isd/es/como-solicitar-una-evaluacion-fie-lubbock-cooper-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/lubbock-cooper-isd/como-solicitar-una-evaluacion-fie-lubbock-cooper-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/los-fresnos-cisd/grievance-dispute-resolution-los-fresnos-cisd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/los-fresnos-cisd/how-to-request-evaluation.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/los-fresnos-cisd/what-is-an-fie-los-fresnos-cisd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/los-fresnos-cisd/evaluation-child-find-los-fresnos-cisd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/los-fresnos-cisd/ard-process-guide-los-fresnos-cisd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/los-fresnos-cisd/es/como-solicitar-una-evaluacion-fie-los-fresnos-cisd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/los-fresnos-cisd/como-solicitar-una-evaluacion-fie-los-fresnos-cisd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/lockhart-isd/es/como-solicitar-una-evaluacion-fie-lockhart-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/lockhart-isd/como-solicitar-una-evaluacion-fie-lockhart-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/livingston-isd/es/como-solicitar-una-evaluacion-fie-livingston-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/livingston-isd/como-solicitar-una-evaluacion-fie-livingston-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/little-cypress-mauriceville-cisd/grievance-dispute-resolution-little-cypress-mauriceville-cisd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/little-cypress-mauriceville-cisd/how-to-request-evaluation.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/little-cypress-mauriceville-cisd/what-is-an-fie-little-cypress-mauriceville-cisd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/little-cypress-mauriceville-cisd/evaluation-child-find-little-cypress-mauriceville-cisd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/little-cypress-mauriceville-cisd/ard-process-guide-little-cypress-mauriceville-cisd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/little-cypress-mauriceville-cisd/es/como-solicitar-una-evaluacion-fie-little-cypress-mauriceville-cisd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/little-cypress-mauriceville-cisd/como-solicitar-una-evaluacion-fie-little-cypress-mauriceville-cisd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/lindale-isd/es/como-solicitar-una-evaluacion-fie-lindale-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/lindale-isd/como-solicitar-una-evaluacion-fie-lindale-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/liberty-hill-isd/es/como-solicitar-una-evaluacion-fie-liberty-hill-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/liberty-hill-isd/como-solicitar-una-evaluacion-fie-liberty-hill-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/lancaster-isd/es/como-solicitar-una-evaluacion-fie-lancaster-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/lancaster-isd/como-solicitar-una-evaluacion-fie-lancaster-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/lampasas-isd/es/como-solicitar-una-evaluacion-fie-lampasas-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/lampasas-isd/como-solicitar-una-evaluacion-fie-lampasas-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/lake-worth-isd/es/como-solicitar-una-evaluacion-fie-lake-worth-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/lake-worth-isd/como-solicitar-una-evaluacion-fie-lake-worth-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/lake-dallas-isd/es/como-solicitar-una-evaluacion-fie-lake-dallas-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/lake-dallas-isd/como-solicitar-una-evaluacion-fie-lake-dallas-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/la-vernia-isd/es/como-solicitar-una-evaluacion-fie-la-vernia-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/la-vernia-isd/como-solicitar-una-evaluacion-fie-la-vernia-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/la-vega-isd/es/como-solicitar-una-evaluacion-fie-la-vega-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/la-vega-isd/como-solicitar-una-evaluacion-fie-la-vega-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/la-porte-isd/es/como-solicitar-una-evaluacion-fie-la-porte-isd.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/la-porte-isd/como-solicitar-una-evaluacion-fie-la-porte-isd.html,canonicalise to /es-districts/
https://www.texasspecialed.com/districts/la-joya-isd/grievance-dispute-resolution-la-joya-isd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/la-joya-isd/how-to-request-evaluation.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/la-joya-isd/evaluation-child-find-la-joya-isd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/la-joya-isd/ard-process-guide-la-joya-isd.html,district page (EN),,no automatic redirect found — manual review needed
https://www.texasspecialed.com/districts/la-joya-isd/es/quejas-y-disputas-educacion-especial.html,districts/{isd}/es/ (duplicate candidate),https://www.texasspecialed.com/es-districts/la-joya-isd/quejas-y-disputas-educacion-especial.html,canonicalise to /es-districts/
https://www.texasspecialed.com/es-districts/la-joya-isd/quejas-y-disputas-educacion-especial.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/la-joya-isd/es/quejas-y-disputas-educacion-especial.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/es-districts/la-joya-isd/como-solicitar-una-evaluacion-fie-la-joya-isd.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/la-joya-isd/es/como-solicitar-una-evaluacion-fie-la-joya-isd.html,canonicalise to /districts/{isd}/es/
https://www.texasspecialed.com/es-districts/la-joya-isd/evaluacion-educacion-especial-child-find.html,es-districts (duplicate candidate),https://www.texasspecialed.com/districts/la-joya-isd/es/evaluacion-educacion-especial-child-find.html,canonicalise to /districts/{isd}/es/
